id,segment,discount,age,tenure_months,income_index,web_visits_30d,leak_after_offer,purchase,unit_margin_if_buy,discount_bucket
1416,A,12.5973965933132,56,41,1.123,4,0,0,35.216,13
1417,A,25.912934033689577,19,98,0.374,2,0,1,29.851,26
1418,B,5.8378000752738926,27,41,1.156,5,0,0,37.939,6
1419,A,16.9291014832561,31,106,1.126,0,0,1,33.47,17
1420,A,13.627230276721551,66,18,0.884,3,0,0,34.801,14
1421,A,17.419315762369454,48,106,0.953,5,1,0,33.273,17
1422,B,12.505362283053094,50,63,1.479,7,1,1,35.253,13
1423,A,25.69583595195801,19,54,1.043,4,1,1,29.938,26
1424,B,30.0,29,27,1.091,2,1,1,28.204,30
1425,A,13.31158388111287,18,15,0.751,4,0,0,34.928,13
1426,B,11.480548654154026,18,30,1.156,2,0,0,35.666,11
1427,A,9.642149278110573,66,20,1.194,4,0,0,36.406,10
1428,B,19.36469572076873,45,83,1.211,5,0,0,32.489,19
1429,B,9.78821525152559,64,29,1.454,7,0,0,36.347,10
1430,C,9.13375177210272,42,28,1.107,3,0,0,36.611,9
1431,B,7.515286512733877,46,36,1.314,2,0,0,37.263,8
1432,B,17.217122203638837,29,69,0.645,3,1,1,33.354,17
1433,A,24.54612863865671,18,35,1.005,3,1,1,30.401,25
1434,B,14.822913799776709,64,44,1.187,2,1,0,34.319,15
1435,B,11.252262503035176,60,8,1.077,4,0,0,35.758,11
1436,C,7.470280869926417,62,59,0.823,0,0,0,37.281,7
1437,B,3.8392124206345954,43,46,1.397,5,0,0,38.744,4
1438,A,12.017770557797908,62,68,1.099,2,0,1,35.449,12
1439,B,9.080422815772916,50,91,0.765,5,0,0,36.633,9
1440,C,10.547069248616141,38,55,0.209,3,0,0,36.042,11
1441,C,6.3903264223692835,42,73,1.055,4,0,0,37.716,6
1442,C,14.013070196363568,57,17,1.674,2,0,0,34.645,14
1443,C,7.718361982137535,18,35,0.483,2,1,0,37.181,8
1444,A,22.01974392751097,57,27,1.408,3,0,1,31.419,22
1445,C,8.795895966844045,43,68,0.78,4,0,0,36.747,9
1446,A,15.105710377582469,24,11,1.167,1,1,0,34.205,15
1447,B,3.9699336103334346,33,45,0.564,4,0,0,38.692,4
1448,B,20.706650173904965,36,87,0.67,2,0,0,31.948,21
1449,A,11.804349607788891,69,69,0.683,0,0,0,35.535,12
1450,C,11.244659928910032,43,54,0.682,4,0,0,35.761,11
1451,A,24.120176877760755,18,46,1.576,4,1,0,30.573,24
1452,A,16.102788212654367,37,111,1.477,3,0,1,33.803,16
1453,B,12.08428655470126,23,93,1.046,6,0,0,35.422,12
1454,B,22.39674481523759,50,109,0.762,8,1,1,31.267,22
1455,C,13.002587965511948,62,59,1.135,3,0,0,35.052,13
1456,B,17.347511586967023,43,45,1.25,3,1,1,33.302,17
1457,B,12.836896201050031,60,16,0.669,7,0,0,35.119,13
1458,B,5.742178737200487,19,91,0.965,5,0,0,37.978,6
1459,B,14.15402104975242,29,1,1.028,8,1,0,34.588,14
1460,C,12.64256068014663,37,41,0.84,4,0,1,35.197,13
1461,B,13.351164121624425,18,45,1.698,4,1,0,34.912,13
1462,C,10.917969183854092,37,89,1.558,2,0,0,35.892,11
1463,B,13.097309688124371,44,68,1.395,13,0,0,35.014,13
1464,A,15.201346408537045,20,103,1.354,7,1,0,34.166,15
1465,B,9.769808529031366,45,101,1.326,6,1,0,36.355,10
1466,B,12.606316057588238,19,78,1.148,9,1,0,35.212,13
1467,C,9.820916691852052,19,49,0.461,1,0,0,36.334,10
1468,B,15.689778596190207,60,99,1.25,1,1,1,33.97,16
1469,C,11.432240003272625,40,7,0.704,4,0,0,35.685,11
1470,B,12.600132630178996,57,97,1.126,5,0,1,35.214,13
1471,B,9.272851685752839,42,11,0.2,2,1,0,36.555,9
1472,A,12.694617500508533,43,79,1.074,9,0,0,35.176,13
1473,B,6.672886115812771,62,68,1.097,4,0,0,37.603,7
1474,B,24.91147678027167,62,94,0.753,6,0,1,30.254,25
1475,B,26.81062352572865,44,14,1.106,2,1,1,29.489,27
1476,B,7.571964237422448,43,70,1.035,3,0,0,37.24,8
1477,A,16.48205010735754,47,32,0.316,7,0,0,33.65,16
1478,A,19.555409203703565,19,114,0.807,4,1,0,32.412,20
1479,A,11.620053521777198,45,49,0.708,2,0,0,35.609,12
1480,C,11.347788998612373,66,86,1.52,4,0,0,35.719,11
1481,A,11.704900561315164,36,109,1.544,1,0,0,35.575,12
1482,A,23.763501713016417,67,102,0.716,5,0,1,30.717,24
1483,B,14.463473793425328,47,70,0.649,6,0,0,34.464,14
1484,C,11.513347804692808,68,66,1.135,1,0,0,35.652,12
1485,B,16.360226565944814,25,52,1.118,6,1,1,33.699,16
1486,B,4.931592362357311,58,65,1.224,3,1,0,38.304,5
1487,B,13.37316788527502,53,82,0.768,6,0,0,34.903,13
1488,C,11.789824001758767,32,30,1.474,7,0,0,35.541,12
1489,B,20.126008581274306,55,109,0.572,2,0,1,32.182,20
1490,B,6.67134249733805,48,32,1.116,2,0,0,37.603,7
1491,A,21.755528017800355,46,101,1.172,4,0,1,31.526,22
1492,B,7.679359117948269,57,82,1.496,5,0,0,37.197,8
1493,B,7.327568156326859,23,106,1.195,1,0,0,37.339,7
1494,B,12.752225705280674,47,98,0.681,0,0,1,35.153,13
1495,B,10.38270057515766,20,7,1.323,2,0,0,36.108,10
1496,A,11.709213321819385,26,37,0.611,5,0,0,35.573,12
1497,A,28.788069219539594,69,78,1.327,3,0,1,28.692,29
1498,B,17.08224749020186,29,4,1.474,3,1,0,33.409,17
1499,A,12.75620209794925,69,50,1.724,3,0,0,35.152,13
1500,A,5.120115051587987,18,93,1.99,3,0,0,38.228,5
1501,B,11.136634357451452,51,92,0.782,3,1,0,35.804,11
1502,C,5.7970624706626435,51,115,0.7,4,0,0,37.955,6
1503,A,24.856299206668293,22,31,1.163,1,1,1,30.276,25
1504,A,12.388338690522184,20,80,1.129,1,0,0,35.3,12
1505,B,11.249480797772588,54,50,1.351,5,1,0,35.759,11
1506,A,9.291021528956495,18,4,1.056,5,0,0,36.548,9
1507,B,15.391357699024645,24,65,0.562,6,0,1,34.09,15
1508,B,7.111272565558794,57,65,0.982,7,0,0,37.426,7
1509,C,10.860775230889267,43,63,0.835,4,1,0,35.915,11
1510,B,10.478430370783714,20,107,1.202,4,0,1,36.069,10
1511,B,5.327947425795931,65,118,1.332,3,0,1,38.145,5
1512,B,4.731391085721961,62,78,1.201,3,0,0,38.385,5
1513,C,8.897805413247163,27,118,0.656,1,0,0,36.706,9
1514,B,11.66279237262999,58,101,0.705,4,0,0,35.592,12
1515,A,16.873684305421236,44,51,0.57,4,0,1,33.493,17
1516,B,1.909911621118587,23,68,0.89,1,0,0,39.522,2
1517,B,15.310594719851075,51,25,0.981,2,0,1,34.122,15
1518,C,9.15857378168007,20,86,1.06,3,1,0,36.601,9
1519,B,14.245995098519696,18,72,1.097,5,0,0,34.551,14
1520,A,20.85361127799385,30,84,0.729,5,1,0,31.889,21
1521,B,11.357275284512804,57,31,1.227,2,0,0,35.715,11
1522,B,22.04065544724456,31,48,0.427,4,0,1,31.411,22
1523,C,5.991510893032274,52,89,0.508,3,0,0,37.877,6
1524,C,9.591406484667989,44,82,1.246,2,0,0,36.427,10
1525,B,18.594338457464303,32,107,1.08,2,0,0,32.799,19
1526,C,11.49401277542118,27,27,0.686,6,0,0,35.66,11
1527,B,12.194280632817756,48,11,0.747,2,0,0,35.378,12
1528,C,9.831609385750689,18,91,0.371,2,0,1,36.33,10
1529,B,17.025075210062656,31,32,0.813,6,0,0,33.432,17
1530,C,9.817398488454057,39,106,1.633,6,0,1,36.336,10
1531,A,14.719580457217715,52,83,1.342,6,1,1,34.361,15
1532,C,12.312195340747497,47,75,0.784,8,0,0,35.33,12
1533,C,5.384294148854245,54,100,0.79,3,0,0,38.122,5
1534,A,17.34688290173563,67,33,1.228,1,0,1,33.302,17
1535,C,13.723147781221332,23,118,1.061,5,0,0,34.762,14
1536,A,15.999974999851228,47,86,0.664,3,0,1,33.845,16
1537,A,7.820109179404685,22,104,0.681,7,0,0,37.14,8
1538,C,16.592312820700432,42,40,1.176,2,0,0,33.606,17
1539,C,7.431190236651705,33,90,1.359,7,0,0,37.297,7
1540,A,23.120257778576963,20,95,0.317,5,0,0,30.976,23
1541,C,7.925482522729288,24,70,0.756,4,0,0,37.098,8
1542,B,21.198284782952925,25,88,0.823,0,1,0,31.75,21
1543,A,9.887279405085053,50,65,1.01,4,0,0,36.308,10
1544,A,13.203741385173787,46,15,0.585,7,0,0,34.971,13
1545,A,14.001104211257063,50,47,1.046,4,1,1,34.65,14
1546,B,29.80747508380968,67,106,0.991,2,1,1,28.281,30
1547,A,17.557978037471614,47,25,1.002,5,0,0,33.217,18
1548,B,6.590217277983586,44,2,0.361,4,0,0,37.636,7
1549,B,17.97924837163793,46,15,0.94,4,0,1,33.047,18
1550,B,17.235493998260733,44,4,0.665,2,1,1,33.347,17
1551,A,16.774940072987896,63,32,1.32,4,0,0,33.532,17
1552,B,10.280225462970465,37,21,1.165,1,0,0,36.149,10
1553,C,14.364459549628684,27,71,0.545,4,0,0,34.504,14
1554,A,10.995157823562685,61,61,0.844,2,0,0,35.861,11
1555,B,11.784385495564806,32,14,1.089,5,0,0,35.543,12
1556,C,5.114973135920287,52,55,0.884,5,0,0,38.23,5
1557,A,26.882101438283165,49,65,0.796,7,1,1,29.46,27
1558,B,10.90093343990341,68,106,0.843,2,0,0,35.899,11
1559,C,4.439463024789337,18,77,0.529,5,0,0,38.502,4
1560,C,8.833161187104425,69,73,0.73,6,0,0,36.732,9
1561,B,18.320655831028926,46,39,0.68,5,1,1,32.91,18
1562,B,27.704341775124263,34,94,1.13,9,1,1,29.129,28
1563,A,6.617308633477217,18,98,0.855,2,0,0,37.625,7
1564,C,18.22445833268192,35,59,0.917,4,0,1,32.948,18
1565,C,11.531812314339135,43,8,0.643,6,1,0,35.645,12
1566,A,16.14354944242959,43,30,1.445,5,0,0,33.787,16
1567,B,5.704713263027186,61,17,1.239,2,0,0,37.993,6
1568,B,17.36579184960806,55,60,1.128,0,1,0,33.294,17
1569,B,0.46121092293757293,47,64,0.865,4,0,0,40.105,0
1570,A,13.684413624705739,41,82,1.277,4,0,0,34.778,14
1571,C,4.854171316920302,60,10,1.127,0,0,0,38.335,5
1572,A,4.269006100431033,51,81,0.857,2,0,0,38.571,4
1573,C,2.383019000116847,52,112,1.059,3,0,0,39.331,2
1574,A,13.542779194941906,36,103,1.535,6,0,0,34.835,14
1575,B,0.0,43,7,0.573,6,0,0,40.291,0
1576,A,10.577408821627495,60,40,0.717,5,1,0,36.029,11
1577,A,14.72628800937994,61,68,1.257,7,0,0,34.358,15
1578,A,15.51927667151466,27,48,0.448,2,0,0,34.038,16
1579,B,25.338378556065503,25,23,1.05,3,0,1,30.082,25
1580,C,12.398145524287438,60,70,1.156,4,0,0,35.296,12
1581,A,17.30787482857865,68,113,1.235,5,1,1,33.318,17
1582,A,15.437256352259203,65,22,0.915,4,1,0,34.071,15
1583,C,10.253602398164453,27,49,0.768,4,0,0,36.16,10
1584,A,21.938680056135006,33,34,1.705,4,0,1,31.452,22
1585,C,8.925372521485203,18,118,1.906,2,1,0,36.695,9
1586,A,6.892935624864245,36,97,1.038,7,0,0,37.514,7
1587,B,11.201693865356333,19,12,0.739,5,0,0,35.778,11
1588,B,22.221115967241182,18,7,1.252,3,1,1,31.338,22
1589,B,0.0,67,72,1.046,2,0,0,40.291,0
1590,A,25.71233209236663,68,104,0.478,3,1,1,29.931,26
1591,A,1.4772100356406472,27,8,1.192,4,0,0,39.696,1
1592,C,11.849569327090718,45,93,1.181,3,0,1,35.517,12
1593,B,16.9881468912487,63,112,1.372,4,1,0,33.446,17
1594,A,16.948873058587136,37,5,1.154,2,0,0,33.462,17
1595,B,14.65277678405042,51,38,0.638,0,1,0,34.387,15
1596,A,18.891421831593508,59,87,1.162,4,0,1,32.68,19
1597,B,26.038526325488288,35,1,1.257,4,1,1,29.8,26
1598,A,17.29971765707001,21,76,0.774,3,1,0,33.321,17
1599,B,17.50444059218752,63,88,1.081,5,0,0,33.238,18
1600,A,12.30764778578978,56,56,0.356,3,0,0,35.332,12
1601,A,12.433149759906144,60,8,1.319,4,0,0,35.282,12
1602,B,15.220929768519273,68,91,1.045,3,0,1,34.159,15
1603,C,11.476902466321816,37,100,1.339,5,1,0,35.667,11
1604,A,11.433454036427358,19,85,0.767,4,1,0,35.685,11
1605,B,21.944213638952988,27,64,0.697,5,0,1,31.45,22
1606,B,21.27068751494957,68,29,0.944,7,0,1,31.721,21
1607,A,13.920281583646894,25,12,1.207,3,0,0,34.683,14
1608,A,14.57580249347474,22,35,0.2,8,0,0,34.418,15
1609,B,14.106245982848286,52,61,1.52,2,1,1,34.608,14
1610,B,14.1284026339119,60,37,0.916,4,0,0,34.599,14
1611,B,15.314667347872485,54,68,0.607,6,0,0,34.121,15
1612,B,8.117728078175801,46,103,0.563,3,1,1,37.02,8
1613,C,15.686946934834893,47,3,0.695,2,1,0,33.971,16
1614,A,15.136797192132205,58,48,0.672,3,0,1,34.192,15
1615,C,11.435622670587144,69,73,1.097,6,0,0,35.684,11
1616,C,10.109243322960397,29,65,0.2,3,0,0,36.218,10
1617,B,30.0,28,89,1.165,3,1,1,28.204,30
1618,B,0.0,60,26,0.666,3,1,0,40.291,0
1619,C,10.742059902239898,34,32,1.374,4,1,1,35.963,11
1620,A,14.3615419568903,69,40,0.626,1,0,0,34.505,14
1621,A,11.43676993622735,33,1,1.327,2,0,1,35.683,11
1622,B,17.670091533834054,24,66,1.492,7,0,0,33.172,18
1623,B,3.20930883574119,54,8,0.337,0,0,0,38.998,3
1624,B,10.773765823454923,39,49,1.192,2,0,0,35.95,11
1625,A,22.908943224314594,38,29,0.2,5,1,1,31.061,23
1626,B,4.700966798556964,69,13,0.477,4,0,0,38.397,5
1627,A,23.77295481734497,36,119,0.976,0,1,1,30.713,24
1628,A,26.213568214925246,21,59,1.236,2,1,1,29.729,26
1629,A,12.271401396695214,37,3,0.749,4,0,0,35.347,12
1630,B,8.127380166598755,57,87,0.997,5,0,0,37.017,8
1631,A,23.550039681156317,28,30,1.268,7,0,1,30.803,24
1632,B,6.772768244875342,35,46,1.07,5,0,0,37.562,7
1633,A,14.816673463831174,66,103,1.461,7,0,1,34.321,15
1634,B,14.702009929064346,44,11,1.234,3,0,1,34.368,15
1635,A,16.214615637470345,45,54,0.905,5,0,1,33.758,16
1636,B,14.351621533533475,59,72,0.909,6,0,1,34.509,14
1637,B,13.186210623868982,62,83,0.426,9,0,0,34.978,13
1638,A,12.077911488534571,59,37,1.121,7,0,1,35.425,12
1639,A,19.693502508911727,37,28,1.119,2,1,1,32.356,20
1640,A,16.591382017007398,68,63,0.826,6,1,1,33.606,17
1641,A,12.264246015295093,30,20,1.784,2,0,0,35.35,12
1642,C,11.033735084199787,37,38,0.986,4,1,0,35.846,11
1643,B,20.473853132164386,55,71,1.047,4,1,1,32.042,20
1644,C,9.560168888265009,36,47,0.228,4,0,0,36.439,10
1645,C,7.438723447961867,41,47,1.139,4,1,0,37.294,7
1646,C,6.344378718790818,37,39,1.468,4,0,0,37.735,6
1647,C,11.483860796024388,23,68,1.256,2,0,0,35.664,11
1648,B,10.285264456534062,47,77,0.481,4,0,0,36.147,10
1649,C,7.31728981844427,20,3,1.24,5,0,0,37.343,7
1650,B,6.310952034709364,29,113,0.952,7,0,1,37.748,6
1651,B,17.41322110417138,64,70,1.687,5,1,1,33.275,17
1652,C,16.923345202860656,28,78,0.832,3,1,1,33.473,17
1653,A,22.428769141990198,46,43,0.926,5,1,0,31.254,22
1654,C,8.9482971168743,20,13,0.896,5,0,0,36.686,9
1655,C,6.962160199449373,45,103,0.8,2,0,0,37.486,7
1656,B,0.0,66,103,0.529,4,1,0,40.291,0
1657,B,6.882438008059671,31,83,1.1,2,1,0,37.518,7
1658,A,15.964221552778216,50,19,1.198,3,0,0,33.859,16
1659,A,26.75969572273852,69,57,1.383,4,1,1,29.509,27
1660,A,19.213871721721862,21,55,0.914,6,0,1,32.55,19
1661,A,17.7254382862531,32,76,1.167,6,0,1,33.149,18
1662,C,9.26376997144852,38,116,1.273,0,0,0,36.559,9
1663,B,8.74444350280849,27,62,0.338,2,0,0,36.768,9
1664,C,3.301931407233943,66,92,1.284,2,0,0,38.961,3
1665,B,4.434338308791846,32,4,0.775,3,0,0,38.505,4
1666,A,17.612023887195853,22,92,1.053,4,0,1,33.195,18
1667,B,14.631770794733185,61,23,0.762,3,0,0,34.396,15
1668,B,11.033052716994264,64,54,1.132,7,0,0,35.846,11
1669,B,15.905453198599009,49,57,1.007,3,0,1,33.883,16
1670,A,10.467323200526529,69,70,0.855,6,1,1,36.074,10
1671,B,16.413408305933647,51,104,0.759,6,1,1,33.678,16
1672,B,24.264426395335946,30,89,0.997,3,1,1,30.515,24
1673,C,10.008961406737582,66,61,0.355,4,0,0,36.258,10
1674,B,21.24748558066723,43,3,0.813,5,1,1,31.73,21
1675,B,16.52308476742437,65,29,0.438,4,0,1,33.634,17
1676,A,21.742000295909442,49,23,0.732,5,0,0,31.531,22
1677,A,14.879316514865646,30,4,1.098,5,0,1,34.296,15
1678,A,19.475576810544748,21,22,1.319,4,0,1,32.444,19
1679,A,14.909737012349469,66,19,0.945,1,0,0,34.284,15
1680,B,22.68922150997615,40,32,1.116,5,1,1,31.149,23
1681,B,10.398130025626054,19,93,1.144,5,0,0,36.102,10
1682,B,13.71277789841947,19,105,0.781,6,0,1,34.766,14
1683,C,7.740105212560837,68,105,0.2,1,0,0,37.173,8
1684,C,9.559276858023129,62,3,0.606,2,0,0,36.44,10
1685,A,9.372827464361746,56,110,0.912,5,0,0,36.515,9
1686,C,11.707454282356762,32,18,1.149,2,1,0,35.574,12
1687,A,11.414261434303967,65,19,1.07,6,0,0,35.692,11
1688,A,30.0,45,89,1.097,4,1,1,28.204,30
1689,B,18.438381502794783,29,25,1.498,3,1,1,32.862,18
1690,C,6.226939872898718,62,61,0.861,8,0,0,37.782,6
1691,B,13.533021706329771,55,63,1.161,4,1,0,34.839,14
1692,A,9.466268388667865,62,93,0.744,9,0,0,36.477,9
1693,A,15.707221043323983,42,45,1.094,6,1,0,33.963,16
1694,A,19.048386615966617,56,39,0.963,5,0,1,32.616,19
1695,A,23.193104744788446,56,53,1.01,1,1,1,30.946,23
1696,B,8.36812560212339,38,94,1.511,3,0,0,36.92,8
1697,B,18.830506903236195,25,102,1.022,8,0,1,32.704,19
1698,C,8.617553085117313,30,41,1.633,0,0,0,36.819,9
1699,A,12.15808018657388,54,113,0.747,2,1,0,35.393,12
1700,B,20.685171971078205,57,86,1.141,1,1,0,31.957,21
1701,B,6.594530112121089,35,113,1.534,2,0,0,37.634,7
1702,B,0.16399182878652852,32,93,0.67,4,0,0,40.225,0
1703,B,30.0,20,85,1.106,3,0,1,28.204,30
1704,B,4.317761568052546,21,13,0.875,1,0,0,38.552,4
1705,B,15.839747327508316,57,20,0.923,7,0,1,33.909,16
1706,A,19.76917780110845,61,2,0.68,2,0,0,32.326,20
1707,A,15.152613335747608,42,33,0.539,5,0,1,34.186,15
1708,B,24.79616605955399,23,52,1.224,6,0,1,30.301,25
1709,B,11.757525276624103,61,96,1.476,8,0,1,35.554,12
1710,C,8.073373468642986,32,37,0.531,2,0,0,37.038,8
1711,A,16.177309937512348,59,25,1.458,3,0,0,33.773,16
1712,B,12.628767341500488,64,51,0.806,6,0,0,35.203,13
1713,A,18.303538427808263,50,1,0.657,9,0,0,32.916,18
1714,B,12.734252874145122,43,51,1.22,5,1,1,35.16,13
1715,A,17.056533976628295,40,40,1.176,3,0,1,33.419,17
1716,B,21.30388354092476,35,71,1.396,5,1,1,31.708,21
1717,C,6.00934082776903,49,27,0.999,10,0,0,37.87,6
1718,B,20.33095984954722,21,99,0.984,3,1,1,32.1,20
1719,B,5.503523115060352,55,77,0.585,2,0,0,38.074,6
1720,C,11.09223044859038,65,26,1.085,5,0,0,35.822,11
1721,B,8.809517719830017,50,84,0.356,6,0,0,36.742,9
1722,B,11.495444289645313,59,13,1.405,1,1,0,35.66,11
1723,B,16.06021169672408,56,114,0.859,3,0,1,33.82,16
1724,B,23.553482574870568,58,82,0.2,2,1,1,30.801,24
1725,A,25.480640110703828,49,95,0.988,2,1,0,30.025,25
1726,A,12.471374420170402,32,102,0.614,1,0,0,35.266,12
1727,B,17.300813400165882,65,68,1.305,3,1,0,33.32,17
1728,A,25.56304931481971,69,17,0.343,4,1,1,29.992,26
1729,B,10.13198873346234,43,119,1.548,2,0,0,36.209,10
1730,A,5.011483928637993,62,104,1.424,3,0,0,38.272,5
1731,B,3.4200450825404722,42,14,1.404,6,0,0,38.913,3
1732,A,12.09197983195252,36,66,1.307,6,0,0,35.419,12
1733,B,18.906779443877703,44,96,1.139,2,1,1,32.673,19
1734,B,15.173512258851565,64,12,0.723,6,1,1,34.178,15
1735,A,21.87094934774245,68,1,0.725,1,1,0,31.479,22
1736,B,19.75289498607998,31,38,1.433,5,1,1,32.333,20
1737,A,10.03223978797994,59,113,1.028,1,0,1,36.249,10
1738,A,16.707036589634132,60,53,1.203,2,0,1,33.56,17
1739,B,16.550395100995722,32,41,1.145,4,0,1,33.623,17
1740,C,8.428921351799497,40,105,0.966,3,0,0,36.895,8
1741,A,19.3273512929726,19,53,1.224,10,0,1,32.504,19
1742,B,21.23832841378798,22,88,1.144,4,1,1,31.734,21
1743,B,15.989468604674055,23,69,0.814,6,0,0,33.849,16
1744,A,11.97435987728578,63,19,1.121,9,0,0,35.467,12
1745,B,6.795951154724444,65,12,0.952,4,0,0,37.553,7
1746,C,11.357481660771864,23,95,1.012,4,0,0,35.715,11
1747,B,8.069100082885779,46,104,0.45,5,0,0,37.04,8
1748,A,20.381966472239135,23,33,1.98,7,1,1,32.079,20
1749,B,3.758203299023659,38,35,0.448,4,0,0,38.777,4
1750,A,18.40276387674556,49,104,1.21,2,1,1,32.877,18
1751,B,8.153073807370902,55,22,1.031,5,0,0,37.006,8
1752,B,9.711017981652645,19,95,0.873,8,1,0,36.379,10
1753,A,13.353336425417929,47,25,1.059,1,0,0,34.911,13
1754,A,23.267687257449253,32,6,0.967,3,0,1,30.916,23
1755,B,14.527421766911562,41,96,0.549,3,0,1,34.438,15
1756,C,13.241818833904322,65,119,1.829,9,0,0,34.956,13
1757,A,12.011569164276255,33,73,0.682,5,0,1,35.452,12
1758,B,14.584922091764405,49,72,0.772,6,0,0,34.415,15
1759,B,5.211602097832898,20,73,1.193,6,0,0,38.191,5
1760,B,15.053059795641765,31,20,1.405,2,0,0,34.226,15
1761,A,15.782640780389753,66,20,1.47,2,0,0,33.932,16
1762,A,8.182299760777763,35,95,1.205,2,1,0,36.994,8
1763,B,12.019375347014476,51,36,0.2,2,0,0,35.448,12
1764,B,10.5150052170497,69,1,1.373,3,0,0,36.055,11
1765,A,4.5109620649857085,33,117,0.505,3,0,0,38.474,5
1766,C,11.837307752029147,43,28,1.145,2,0,0,35.522,12
1767,A,24.821044855154042,41,27,0.981,1,0,0,30.291,25
1768,B,6.043990158662858,50,104,0.657,2,0,0,37.856,6
1769,B,16.559899548942525,22,96,0.805,5,0,1,33.619,17
1770,A,17.32954814624972,48,78,0.737,6,1,0,33.309,17
1771,B,4.985486247684424,52,36,1.364,3,0,0,38.282,5
1772,B,19.562704773666624,68,112,1.343,3,1,0,32.409,20
1773,B,10.793128103333366,40,106,0.772,2,0,0,35.943,11
1774,C,11.289021401002683,40,92,0.593,4,0,0,35.743,11
1775,B,9.041386299627387,55,6,0.606,3,1,0,36.648,9
1776,A,21.960040173996166,34,70,0.973,6,1,0,31.443,22
1777,B,18.721333914696828,57,97,1.511,2,0,1,32.748,19
1778,C,7.447150251812687,19,110,0.906,3,0,0,37.291,7
1779,B,13.724967042247213,41,74,0.79,3,0,0,34.761,14
1780,C,11.08205905284801,21,119,1.103,3,0,0,35.826,11
1781,A,11.81856303709482,46,46,1.538,2,0,0,35.529,12
1782,C,9.791134174749452,44,60,0.974,5,0,0,36.346,10
1783,B,8.000439034040612,19,42,1.316,7,0,0,37.068,8
1784,C,11.942668763627534,42,112,1.424,4,0,1,35.479,12
1785,A,21.37774718729619,29,90,1.326,3,0,1,31.678,21
1786,A,26.67594199976579,67,57,0.946,3,0,1,29.543,27
1787,B,18.04200378474351,28,30,1.055,4,1,0,33.022,18
1788,B,5.595760693601868,39,65,0.619,5,0,0,38.037,6
1789,B,14.177121627962865,42,118,0.988,3,0,0,34.579,14
1790,C,8.317926547155439,65,42,0.705,2,0,0,36.94,8
1791,B,14.465815887818511,29,35,1.193,1,0,0,34.463,14
1792,B,8.363640695477269,42,66,1.923,6,0,0,36.921,8
1793,A,15.068027851932516,65,47,1.12,2,1,0,34.22,15
1794,A,19.650401285112434,62,91,1.302,2,0,0,32.374,20
1795,B,20.598306700791582,34,56,1.229,6,0,1,31.992,21
1796,A,17.016144257519592,18,20,1.559,5,0,1,33.435,17
1797,B,24.395542140323077,65,53,1.057,5,1,1,30.462,24
1798,A,15.723087914561502,62,30,0.619,5,1,0,33.956,16
1799,B,7.453705225223702,49,29,0.977,5,0,0,37.288,7
1800,B,15.393293743780433,38,4,1.106,1,0,0,34.089,15
1801,A,19.301954253781414,19,62,0.998,4,0,1,32.514,19
1802,A,23.611717868220722,68,103,0.879,3,0,0,30.778,24
1803,A,11.166751987427709,63,52,1.064,5,0,0,35.792,11
1804,A,8.02993022425519,20,33,0.68,5,1,0,37.056,8
1805,B,27.16945408766737,67,95,0.536,3,1,1,29.344,27
1806,A,17.978024323151036,44,82,0.816,4,0,0,33.048,18
1807,A,21.3909642019888,38,35,1.521,2,0,0,31.673,21
1808,A,13.917402392443488,28,91,0.354,2,0,1,34.684,14
1809,B,6.299920227966306,67,97,1.0,4,0,0,37.753,6
1810,A,20.544155430296357,39,44,0.444,6,0,1,32.014,21
1811,A,16.454152112718464,61,61,0.98,6,0,0,33.662,16
1812,A,17.160032171216287,49,33,0.595,4,0,1,33.377,17
1813,B,1.1977913352929157,43,43,0.939,2,0,0,39.809,1
1814,B,20.660683923350284,36,57,0.587,3,1,1,31.967,21
1815,B,9.864226515330582,39,46,0.982,5,0,0,36.317,10
1816,C,7.1795051258313345,28,101,0.514,7,0,0,37.398,7
1817,A,18.187449981510774,59,114,1.265,2,0,0,32.963,18
1818,B,15.274426193935387,27,107,1.336,5,1,0,34.137,15
1819,A,11.540287319365156,43,94,0.856,2,0,0,35.641,12
1820,A,26.558322346986127,58,18,1.372,5,0,1,29.591,27
1821,A,14.99008350855415,35,79,1.099,1,1,0,34.252,15
1822,A,21.39509032358245,52,57,0.729,6,0,0,31.671,21
1823,B,15.505386900442826,57,28,1.118,5,1,1,34.044,16
1824,B,4.390279508528703,66,100,1.698,5,0,0,38.522,4
1825,B,10.141501467936024,66,90,0.724,2,0,1,36.205,10
1826,B,15.231993064110696,55,71,0.498,8,0,0,34.154,15
1827,B,19.805451732136536,60,4,0.752,4,1,1,32.311,20
1828,A,19.660253006452564,26,11,0.767,3,0,1,32.37,20
1829,B,12.864470610222615,20,105,0.773,6,1,0,35.108,13
1830,B,17.83657927374016,43,89,1.259,1,1,1,33.105,18
1831,A,11.21450856573884,49,5,0.761,2,0,0,35.773,11
1832,C,7.592232169833035,46,104,1.23,5,0,0,37.232,8
1833,A,13.252464933338418,67,96,1.071,3,1,0,34.952,13
1834,A,16.061246199868876,38,58,0.962,2,1,0,33.82,16
1835,B,16.046520801576982,43,95,1.105,2,1,0,33.826,16
1836,A,14.904208630543938,18,115,0.895,1,0,0,34.286,15
1837,A,15.106765445426127,57,27,0.624,0,0,0,34.205,15
1838,B,15.260583882193892,18,97,1.311,3,1,0,34.143,15
